date,symbol,setup_type,score,close,stop_loss,target,reasons,created_at
2026-05-13,MAZDOCK.NS,pullback_sma50,10,2518.5,2329.56,2801.91,"Uptrend (above rising SMA50), RSI in healthy zone, Recent SMA50/SMA100 bullish crossover, Pullback to SMA50 (4d after golden cross), Open-Low Same (conviction buy), Pullback to SMA100 support, Volume contracting (low selling pressure), Stochastic oversold pullback, Bollinger Band lower support pullback",2026-07-08T21:17:47.364035
2026-05-13,DIVISLAB.NS,momentum_breakout,9,6796.0,6521.34,7207.99,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:17:47.364932
2026-05-13,TATASTEEL.NS,momentum_breakout,9,215.18,205.83,229.21,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:17:47.365714
2026-05-13,ADANIPOWER.NS,momentum,8,213.87,197.33,238.68,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:17:47.366381
2026-05-13,VBL.NS,momentum,8,489.15,460.36,532.33,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:17:47.366989
2026-05-13,HINDALCO.NS,momentum,8,1073.1,1019.01,1154.23,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:17:47.367625
2026-05-13,ASIANPAINT.NS,momentum,8,2617.6,2483.11,2819.34,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:17:47.368540
2026-05-14,ADANIENT.NS,momentum_breakout,11,2711.69,2534.91,2976.85,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:18:16.549611
2026-05-14,SOLARINDS.NS,momentum_breakout,11,16665.0,15695.13,18119.81,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:18:16.550379
2026-05-14,DIVISLAB.NS,momentum,8,6921.5,6644.74,7336.64,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:18:16.551020
2026-05-14,CIPLA.NS,momentum,8,1423.35,1349.54,1534.06,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:18:16.551617
2026-05-14,ADANIPORTS.NS,momentum,8,1765.96,1663.43,1919.75,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:18:16.552200
2026-05-14,JSWSTEEL.NS,momentum_breakout,8,1296.9,1240.86,1380.96,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:18:16.552829
2026-05-15,ADANIPORTS.NS,momentum_breakout,10,1787.57,1684.15,1942.69,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:18:47.067530
2026-05-15,ADANIENT.NS,macd_crossover,8,2714.79,2484.24,3060.61,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:18:47.068753
2026-05-15,SOLARINDS.NS,macd_crossover,8,17314.0,15983.62,19309.57,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:18:47.069786
2026-05-18,ADANIENT.NS,macd_crossover,8,2688.6,2462.29,3028.06,"Uptrend (above rising SMA50), MACD bullish crossover, Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:19:16.777833
2026-05-18,SOLARINDS.NS,macd_crossover,8,18019.0,16629.71,20102.94,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:19:16.779537
2026-05-18,SUNPHARMA.NS,momentum,8,1905.8,1821.29,2032.57,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:19:16.780490
2026-05-19,ZYDUSLIFE.NS,momentum,8,1018.9,964.21,1100.94,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:19:45.636764
2026-05-19,DREDGECORP.NS,momentum_breakout,8,1004.7,913.18,1141.98,"RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Weekly trend aligned (above Weekly EMA20), Outperforming index, Bollinger Band lower support pullback",2026-07-08T21:19:45.637626
2026-05-20,ADANIENT.NS,momentum,8,2703.59,2530.56,2963.14,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:20:14.401140
2026-05-20,DIVISLAB.NS,momentum,8,6893.0,6597.4,7336.4,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:20:14.402392
2026-05-20,CGPOWER.NS,momentum,8,853.25,797.84,936.37,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, EMA 21 support pullback",2026-07-08T21:20:14.403340
2026-05-21,ENRIN.NS,macd_crossover,9,3574.5,3244.59,4069.36,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:20:42.535455
2026-05-21,SOLARINDS.NS,momentum,8,18392.0,17308.43,20017.35,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:20:42.536570
2026-05-21,HSCL.NS,momentum,8,589.75,524.08,688.25,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Weekly trend aligned (above Weekly EMA20), Outperforming index, Stochastic oversold pullback, Inside Bar breakout, EMA 21 support pullback",2026-07-08T21:20:42.537375
2026-05-21,ADANIPORTS.NS,momentum,8,1785.77,1689.08,1930.82,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:20:42.538070
2026-05-21,DREDGECORP.NS,macd_crossover,8,1105.25,966.69,1313.09,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:20:42.538674
2026-05-22,ADANIENT.NS,momentum,9,2716.09,2548.72,2967.13,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:21:11.010164
2026-05-22,ASIANPAINT.NS,momentum_breakout,9,2639.8,2513.99,2828.52,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:21:11.011214
2026-05-22,NESTLEIND.NS,momentum,8,1423.1,1363.37,1512.69,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Stochastic oversold pullback, Bollinger Band lower support pullback, EMA 21 support pullback",2026-07-08T21:21:11.011977
2026-05-22,VBL.NS,momentum_breakout,8,539.45,510.7,582.58,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:21:11.012591
2026-05-25,ADANIPOWER.NS,momentum_breakout,11,233.38,216.47,258.75,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:21:38.565607
2026-05-25,ADANIENT.NS,momentum,9,2848.43,2672.81,3111.85,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:21:38.566429
2026-05-25,ZYDUSLIFE.NS,momentum,9,1072.95,1014.18,1161.1,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:21:38.567143
2026-05-25,ADANIGREEN.NS,momentum,8,1411.1,1303.13,1573.05,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:21:38.567736
2026-05-25,ADANIPORTS.NS,momentum,8,1795.33,1705.32,1930.35,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:21:38.568318
2026-05-25,HINDALCO.NS,macd_crossover,8,1099.6,1026.68,1208.98,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:21:38.568897
2026-05-25,TMPV.NS,momentum,8,370.18,350.46,399.76,"Uptrend (above rising SMA50), Near 20-day high, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:21:38.569467
2026-05-26,ADANIENT.NS,momentum_breakout,8,2967.97,2782.85,3245.66,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:22:07.359178
2026-05-26,ADANIENSOL.NS,momentum_breakout,8,1463.3,1335.93,1654.36,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:22:07.359961
2026-05-27,ENRIN.NS,momentum_breakout,11,3766.1,3461.4,4223.15,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:22:35.006726
2026-05-27,CGPOWER.NS,momentum_breakout,11,934.8,878.72,1018.92,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:22:35.007411
2026-05-27,SOLARINDS.NS,momentum,9,18653.0,17653.56,20152.16,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:22:35.008020
2026-05-27,ADANIGREEN.NS,momentum_breakout,9,1489.9,1379.95,1654.83,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:22:35.008605
2026-05-27,HINDALCO.NS,momentum,9,1149.7,1089.13,1240.55,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:22:35.009195
2026-05-27,MOTHERSON.NS,momentum,9,142.41,132.43,157.38,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:22:35.009776
2026-05-27,ASIANPAINT.NS,momentum,9,2671.9,2555.14,2847.04,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:22:35.010376
2026-05-29,MOTHERSON.NS,momentum_breakout,12,145.74,135.46,161.16,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:23:04.021776
2026-05-29,LT.NS,momentum_breakout,12,4076.5,3925.89,4302.41,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:23:04.022869
2026-05-29,ENRIN.NS,momentum,10,3872.1,3580.53,4309.46,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:23:04.023509
2026-05-29,PIDILITIND.NS,momentum_breakout,10,1482.8,1423.14,1572.29,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:23:04.024109
2026-05-29,TECHM.NS,momentum_breakout,10,1483.9,1408.96,1596.31,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:23:04.024697
2026-05-29,ASIANPAINT.NS,momentum_breakout,9,2671.6,2554.27,2847.6,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:23:04.025274
2026-05-29,ADANIGREEN.NS,macd_crossover,8,1475.4,1344.85,1671.23,"Uptrend (above rising SMA50), MACD bullish crossover, Near 20-day high, ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:23:04.025853
2026-06-01,TECHM.NS,momentum_breakout,9,1543.2,1462.39,1664.41,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:23:32.606069
2026-06-01,JSWSTEEL.NS,momentum,8,1299.4,1248.08,1376.38,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:23:32.606895
2026-06-02,ADANIPORTS.NS,momentum,9,1806.89,1722.92,1932.83,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:24:00.596960
2026-06-02,TATACHEM.NS,pullback_sma50,8,726.92,670.67,811.3,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Pullback to SMA50 (0d after golden cross), Pullback to SMA100 support, Volume contracting (low selling pressure)",2026-07-08T21:24:00.597785
2026-06-02,VBL.NS,momentum,8,537.0,509.44,578.34,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:24:00.598446
2026-06-03,DIVISLAB.NS,pullback_sma50,9,6576.5,6195.94,7147.34,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), ADX greater than 25, Pullback to SMA50 (14d after golden cross), Weekly trend aligned (above Weekly EMA20), Stochastic oversold pullback, Bollinger Band lower support pullback",2026-07-08T21:24:27.569175
2026-06-04,ADANIENT.NS,momentum,9,2971.47,2805.61,3220.26,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:24:55.672719
2026-06-04,GAIL.NS,macd_crossover,9,167.55,156.72,183.8,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:24:55.673582
2026-06-04,CIPLA.NS,momentum,8,1385.7,1327.45,1473.07,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, EMA 21 support pullback",2026-07-08T21:24:55.674337
2026-06-04,DIVISLAB.NS,pullback_sma50,8,6596.5,6204.97,7183.8,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Pullback to SMA50 (15d after golden cross), Weekly trend aligned (above Weekly EMA20), Stochastic oversold pullback, Bollinger Band lower support pullback",2026-07-08T21:24:55.674958
2026-06-04,TATACONSUM.NS,pullback_sma50,8,1149.3,1093.24,1233.39,"Uptrend (above rising SMA50), ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Pullback to SMA50 (0d after golden cross), Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20)",2026-07-08T21:24:55.675569
2026-06-04,PIDILITIND.NS,momentum,8,1471.1,1411.63,1560.3,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:24:55.676186
2026-06-05,ADANIENT.NS,momentum_breakout,10,3046.84,2873.12,3307.41,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:25:23.130492
2026-06-05,ADANIGREEN.NS,momentum_breakout,10,1525.7,1416.32,1689.77,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:25:23.131169
