symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index,pointer_rsi2_pullback,pointer_stoch_pullback,pointer_bb_pullback,pointer_inside_bar_breakout,pointer_nr7_breakout,pointer_ema21_pullback,pointer_hammer_at_support
PIDILITIND.NS,2026-06-09,8,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; EMA 21 support pullback,1481.8,58.8,1423.63,1548.4809999999998,target_hit,1548.4809999999998,2026-06-12,3,4.5,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False
AXISBANK.NS,2026-06-10,9,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,1314.5,59.9,1246.14,1373.6525,target_hit,1373.6525,2026-06-15,3,4.5,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False
ICICIBANK.NS,2026-06-10,8,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Open-Low Same (conviction buy); Outperforming index,1293.3,57.9,1243.13,1351.4985,target_hit,1351.4985,2026-06-15,3,4.5,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
PIDILITIND.NS,2026-06-10,9,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,1506.5,64.3,1444.77,1574.2924999999998,target_hit,1574.2924999999998,2026-06-15,3,4.5,True,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
AXISBANK.NS,2026-06-11,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,1317.3,60.5,1248.07,1376.5784999999998,target_hit,1376.5784999999998,2026-06-15,2,4.5,True,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False
CIPLA.NS,2026-06-11,8,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; EMA 21 support pullback,1383.3,55.2,1329.77,1445.5484999999999,target_hit,1445.5484999999999,2026-06-23,8,4.5,True,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False
TORNTPHARM.NS,2026-06-11,10,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4572.2,62.1,4328.26,4777.949,timeout,4661.39990234375,2026-07-02,15,1.95,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
INDHOTEL.NS,2026-06-12,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,679.45,59.4,637.17,710.02525,target_hit,710.02525,2026-06-18,4,4.5,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
LT.NS,2026-06-12,11,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Recent SMA50/SMA100 bullish crossover; Pullback to SMA50 (4d after golden cross); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index; Stochastic oversold pullback,4049.3,58.3,3822.56,4231.5185,target_hit,4231.5185,2026-06-16,2,4.5,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False
MARUTI.NS,2026-06-12,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Outperforming index,13366.0,56.8,12801.6,13967.47,target_hit,13967.47,2026-06-30,12,4.5,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PIDILITIND.NS,2026-06-12,10,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,1535.5,68.5,1456.03,1604.5974999999999,target_hit,1604.5974999999999,2026-06-25,9,4.5,True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False
ASIANPAINT.NS,2026-06-15,10,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,2739.3,66.2,2614.87,2862.5685,timeout,2744.5,2026-07-02,13,0.19,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
CHOLAFIN.NS,2026-06-15,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,1653.6,62.8,1513.96,1728.0119999999997,target_hit,1728.0119999999997,2026-06-23,6,4.5,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
DLF.NS,2026-06-15,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Outperforming index,614.45,61.8,579.15,642.10025,target_hit,642.10025,2026-06-18,3,4.5,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EICHERMOT.NS,2026-06-15,8,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,7624.5,67.4,7260.32,7967.602499999999,stop_loss_hit,7260.32,2026-06-30,11,-4.78,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
GAIL.NS,2026-06-15,8,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,175.41,67.6,166.64,183.30345,timeout,174.2899932861328,2026-07-02,13,-0.64,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
HDFCAMC.NS,2026-06-15,10,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Pullback to SMA50 (11d after golden cross); Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index; Stochastic oversold pullback,2622.9,55.0,2484.62,2740.9305,target_hit,2740.9305,2026-07-01,12,4.5,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False
IOC.NS,2026-06-15,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Outperforming index,144.49,56.9,136.67,150.99205,timeout,141.6199951171875,2026-07-02,13,-1.99,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
LT.NS,2026-06-15,8,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,4169.8,65.1,3948.15,4357.441,timeout,4059.39990234375,2026-07-02,13,-2.65,True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False
MOTHERSON.NS,2026-06-15,8,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,148.12,64.6,138.41,154.78539999999998,target_hit,154.78539999999998,2026-06-25,8,4.5,True,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False
PIDILITIND.NS,2026-06-15,8,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1571.0,73.5,1488.78,1641.695,timeout,1605.4000244140625,2026-07-02,13,2.19,True,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
RECLTD.NS,2026-06-15,8,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout,351.85,56.2,334.3,367.68325,target_hit,367.68325,2026-06-22,5,4.5,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False
TRENT.NS,2026-06-15,9,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Pullback to SMA50 (12d after golden cross); Open-Low Same (conviction buy); Outperforming index; NR7 narrow-range breakout,2901.1,60.9,2633.59,3031.6494999999995,target_hit,3031.6494999999995,2026-06-17,2,4.5,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
DMART.NS,2026-06-16,8,RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),4201.3,53.8,3933.29,4390.3585,target_hit,4390.3585,2026-06-23,5,4.5,False,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False
HDFCAMC.NS,2026-06-16,9,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Pullback to SMA50 (12d after golden cross); Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index; Stochastic oversold pullback,2658.6,57.3,2494.69,2778.2369999999996,timeout,2759.60009765625,2026-07-02,12,3.8,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False
RECLTD.NS,2026-06-16,11,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Recent SMA50/SMA100 bullish crossover; Pullback to SMA50 (4d after golden cross); Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,356.55,59.0,337.51,372.59475,timeout,369.6000061035156,2026-07-02,12,3.66,True,True,False,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False
CANBK.NS,2026-06-17,10,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,135.24,59.6,127.64,141.3258,stop_loss_hit,127.64,2026-06-29,8,-5.62,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
CGPOWER.NS,2026-06-17,8,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,963.75,68.5,896.51,1007.11875,timeout,959.4000244140625,2026-07-02,11,-0.45,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False
DMART.NS,2026-06-17,8,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Weekly trend aligned (above Weekly EMA20),4287.5,59.4,4073.31,4480.4375,timeout,4187.0,2026-07-02,11,-2.34,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ENRIN.NS,2026-06-17,8,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout,3785.2,62.3,3480.12,3955.5339999999997,timeout,3549.5,2026-07-02,11,-6.23,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False
HAL.NS,2026-06-17,10,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Pullback to SMA50 (13d after golden cross); Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout,4460.5,60.3,4187.71,4661.2225,timeout,4434.0,2026-07-02,10,-0.59,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False
HDFCAMC.NS,2026-06-17,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Pullback to SMA50 (13d after golden cross); Weekly trend aligned (above Weekly EMA20); Outperforming index,2711.1,60.5,2504.72,2833.0995,timeout,2759.60009765625,2026-07-02,11,1.79,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
INDHOTEL.NS,2026-06-17,9,Uptrend (above rising SMA50); Near 20-day high; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,699.1,65.4,667.2,730.5595,target_hit,730.5595,2026-06-22,3,4.5,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,True,True,False,False
IRFC.NS,2026-06-17,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,100.44,57.6,94.69,104.95979999999999,stop_loss_hit,94.69,2026-06-24,5,-5.72,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
MAZDOCK.NS,2026-06-17,13,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,2552.4,60.1,2417.93,2667.258,timeout,2555.0,2026-07-02,11,0.1,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False
RECLTD.NS,2026-06-17,8,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Pullback to SMA50 (5d after golden cross); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,358.75,60.2,338.41,374.89374999999995,timeout,369.6000061035156,2026-07-02,11,3.02,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False
TRENT.NS,2026-06-17,9,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,3102.8,71.5,2868.67,3242.426,target_hit,3242.426,2026-06-24,5,4.5,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False
ADANIENT.NS,2026-06-18,8,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout; NR7 narrow-range breakout,3013.4,67.7,2852.76,3149.0029999999997,target_hit,3149.0029999999997,2026-07-01,9,4.5,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False
ASIANPAINT.NS,2026-06-18,8,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2755.0,66.9,2612.32,2878.975,timeout,2744.5,2026-07-02,10,-0.38,True,False,True,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
AXISBANK.NS,2026-06-18,8,Uptrend (above rising SMA50); Near 20-day high; Recent SMA50/SMA100 bullish crossover; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1360.1,65.4,1307.1,1421.3044999999997,timeout,1362.5999755859375,2026-07-02,10,0.18,True,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False
